7.9625	-0.153125	-5.81875	-0.268325	0.132341	0.13477	9.912	-5.959	-25.37	
10.2594	-0.6125	-0.91875	-0.279253	0.129913	0.142055	12.626	-5.723	-32.155	
10.1063	-0.459375	-1.225	-0.280467	0.13477	0.138412	25.842	0.826	-19.706	
10.1063	-0.6125	-0.153125	-0.27561	0.148125	0.14084	25.901	0.708	-19.647	
10.2594	-0.765625	-0.765625	-0.278039	0.145697	0.143269	25.783	0.649	-19.706	
10.5656	-0.6125	-0.91875	-0.278039	0.143269	0.143269	25.901	0.59	-19.765	
10.1063	-0.459375	-0.765625	-0.280467	0.146911	0.142055	25.901	0.885	-19.706	
10.1063	-0.153125	-1.07188	-0.278039	0.135984	0.143269	25.96	0.826	-19.588	
9.95313	-0.30625	-0.91875	-0.279253	0.132341	0.145697	25.842	0.708	-19.588	
10.1063	-0.30625	-1.07188	-0.282895	0.123842	0.142055	25.842	0.826	-19.647	
10.1063	-0.91875	-0.91875	-0.282895	0.125057	0.138412	25.901	0.649	-19.352	
9.8	-0.30625	-0.91875	-0.281681	0.133556	0.139626	26.019	0.767	-19.411	
10.1063	-0.459375	-0.765625	-0.273182	0.135984	0.142055	25.901	0.59	-19.411	
9.8	-0.6125	-0.91875	-0.273182	0.127485	0.144483	25.901	1.003	-19.824	
9.8	-0.459375	-0.91875	-0.268325	0.126271	0.135984	25.783	0.59	-19.824	
9.8	-0.6125	-0.765625	-0.264683	0.129913	0.139626	26.019	0.649	-19.647	
10.2594	-0.459375	-0.765625	-0.267111	0.122628	0.14084	25.901	0.649	-19.647	
10.1063	-0.6125	-0.765625	-0.273182	0.128699	0.13477	25.901	0.767	-19.588	
10.1063	-0.765625	-1.07188	-0.273182	0.131127	0.138412	26.078	0.767	-19.588	
9.95313	-0.765625	-1.07188	-0.276824	0.129913	0.139626	25.96	0.708	-19.647	
10.2594	-0.459375	-0.91875	-0.26954	0.127485	0.142055	26.019	0.767	-19.588	
9.64688	-0.30625	-0.91875	-0.264683	0.114129	0.144483	25.96	0.59	-19.588	
9.95313	-0.459375	-0.91875	-0.263469	0.117772	0.143269	26.019	0.649	-19.647	
10.1063	-0.30625	-1.07188	-0.270754	0.123842	0.139626	26.078	0.767	-19.588	
9.95313	-0.30625	-0.765625	-0.264683	0.133556	0.139626	26.019	0.708	-19.588	
9.95313	-0.153125	-0.91875	-0.264683	0.123842	0.145697	26.078	0.708	-19.706	
10.1063	-0.30625	-0.91875	-0.265897	0.116558	0.148125	26.019	0.708	-19.47	
9.95313	-0.459375	-0.91875	-0.265897	0.127485	0.143269	26.078	0.767	-19.47	
9.8	-0.91875	-0.459375	-0.267111	0.127485	0.139626	26.019	0.885	-19.411	
10.1063	-0.30625	-0.459375	-0.265897	0.117772	0.145697	25.96	0.708	-19.588	
9.95313	-0.459375	-0.765625	-0.261041	0.104416	0.143269	26.196	0.826	-19.588	
10.1063	-0.6125	-0.6125	-0.259826	0.103202	0.145697	25.96	0.649	-19.47	
9.8	-0.459375	-0.91875	-0.263469	0.116558	0.143269	26.196	0.59	-19.47	
9.8	-0.153125	-1.07188	-0.264683	0.111701	0.144483	26.078	0.708	-19.588	
10.1063	-0.6125	-0.765625	-0.268325	0.104416	0.14084	25.783	0.826	-19.706	
10.1063	-0.30625	-0.765625	-0.270754	0.106845	0.143269	25.901	0.59	-19.47	
10.1063	-0.6125	-0.765625	-0.267111	0.101988	0.143269	26.078	0.708	-19.765	
10.2594	-0.6125	-0.765625	-0.262255	0.109273	0.142055	26.255	0.531	-19.293	
10.1063	-0.459375	-0.765625	-0.265897	0.111701	0.148125	25.901	0.708	-19.706	
10.1063	-0.30625	-0.91875	-0.270754	0.115343	0.14084	25.96	0.826	-19.293	
9.8	-0.153125	-0.765625	-0.265897	0.117772	0.143269	25.842	0.531	-19.765	
9.8	-0.459375	-0.765625	-0.264683	0.110487	0.143269	25.901	0.649	-19.47	
9.64688	-0.459375	-1.37813	-0.26954	0.106845	0.144483	26.019	0.59	-19.706	
10.1063	-0.459375	-0.91875	-0.268325	0.112915	0.143269	26.019	0.767	-19.647	
10.2594	-0.6125	-0.91875	-0.268325	0.118986	0.143269	25.842	0.59	-19.706	
10.1063	-0.6125	-0.765625	-0.268325	0.109273	0.143269	25.96	0.767	-19.647	
9.95313	-0.765625	-0.91875	-0.278039	0.100774	0.14084	26.078	0.649	-19.411	
10.2594	-0.765625	-0.30625	-0.279253	0.0983455	0.143269	26.078	0.472	-19.824	
9.95313	-0.459375	-0.91875	-0.270754	0.114129	0.146911	26.019	0.708	-19.588	
10.5656	-0.30625	-0.459375	-0.26954	0.106845	0.144483	25.901	0.708	-19.647	
10.1063	-0.30625	-1.07188	-0.274396	0.0862041	0.14084	25.901	0.708	-19.588	
10.1063	-0.765625	-0.765625	-0.273182	0.0934889	0.139626	25.901	0.649	-19.765	
9.95313	-0.459375	-0.91875	-0.270754	0.110487	0.14084	25.96	0.649	-19.706	
10.1063	-0.91875	-0.765625	-0.26954	0.110487	0.142055	26.137	0.472	-19.647	
10.2594	-0.91875	-0.91875	-0.270754	0.101988	0.138412	25.901	0.767	-19.647	
9.95313	-0.459375	-1.07188	-0.273182	0.112915	0.142055	25.842	0.531	-19.706	
10.2594	-0.91875	-0.91875	-0.276824	0.121414	0.14084	25.901	0.59	-19.647	
9.95313	-0.765625	-0.91875	-0.278039	0.117772	0.139626	25.901	0.649	-19.706	
9.8	-0.153125	-1.37813	-0.280467	0.116558	0.139626	25.901	0.708	-19.765	
10.2594	-0.6125	-0.91875	-0.280467	0.114129	0.14084	25.901	0.649	-19.411	
10.1063	-0.765625	-0.91875	-0.278039	0.109273	0.139626	25.96	0.826	-19.706	
9.64688	-0.30625	-1.07188	-0.284109	0.108059	0.14084	25.783	0.767	-19.942	
9.95313	-0.459375	-0.91875	-0.278039	0.109273	0.133556	25.901	0.708	-19.706	
10.1063	-0.459375	-1.225	-0.280467	0.115343	0.137198	25.783	0.826	-19.824	
10.1063	-0.30625	-0.91875	-0.280467	0.115343	0.14084	25.901	0.767	-19.765	
9.49375	-0.459375	-0.91875	-0.285323	0.115343	0.143269	25.783	0.472	-19.824	
10.4125	-0.459375	-0.91875	-0.282895	0.112915	0.137198	25.901	0.767	-19.647	
9.64688	-0.765625	-0.91875	-0.280467	0.115343	0.143269	25.901	0.59	-19.765	
10.4125	-0.459375	-0.765625	-0.280467	0.109273	0.146911	25.901	0.708	-19.706	
9.95313	-0.6125	-0.459375	-0.281681	0.0971314	0.144483	25.96	0.59	-19.588	
10.1063	-0.459375	-0.91875	-0.274396	0.0959172	0.139626	25.783	0.826	-19.765	
